winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
0.21452683052,0.70538711898,0,67.4438266802,2.0,2.0,3,2,3.0,2.0,1,93.0,53.0,?
0.53342469392,0.416252062142,0,68.6133937087,3.0,2.0,1,?,1.0,3.0,1,65.0,58.0,1
0.297827255295,0.281127126454,1,65.6510817346,1.0,3.0,5,1,2.0,3.0,0,41.0,47.0,0
0.5772376792,0.60539157979,1,67.2123529403,4.0,0.0,2,2,3.0,1.0,1,29.0,32.0,1
0.260632211729,0.625174670324,0,59.6268415846,2.0,1.0,4,1,3.0,2.0,0,49.0,67.0,1
0.642908924555,0.884940924406,0,72.547673697,0.0,?,2,2,1.0,2.0,?,44.0,44.0,0
0.754281404264,0.407737468226,0,68.3267583325,1.0,2.0,3,1,3.0,4.0,1,7.0,43.0,0
0.668614998015,0.556022871391,1,62.1855457815,1.0,2.0,4,3,3.0,1.0,0,32.0,39.0,0
0.468814895806,0.361745362879,-1,65.3157641644,2.0,3.0,1,3,2.0,3.0,0,64.0,42.0,0
0.179024337456,0.784921174435,0,64.207505062,1.0,2.0,3,2,3.0,0.0,1,71.0,64.0,0
0.419424944046,-0.0787917374136,-1,69.9599995057,1.0,2.0,5,4,3.0,3.0,0,83.0,59.0,1
0.36901521902,0.186507041458,0,62.5081545825,2.0,0.0,2,4,2.0,2.0,1,64.0,46.0,1
0.544593205954,0.871466841268,0,70.5692202766,3.0,1.0,3,4,4.0,1.0,0,81.0,77.0,1
0.560279788902,0.236307977983,1,65.9775882587,1.0,1.0,1,2,?,2.0,0,54.0,2.0,1
0.222227433061,0.712020889709,-1,62.4609864416,4.0,1.0,2,5,3.0,2.0,1,62.0,31.0,1
0.57110655288,0.761285311858,-1,73.9979347157,1.0,-1.0,4,1,2.0,2.0,0,88.0,54.0,1
0.708507507993,0.557223387415,-1,53.6664439255,2.0,2.0,3,2,2.0,4.0,1,34.0,47.0,1
0.597573756792,0.416567913574,0,71.8020854153,0.0,1.0,3,4,4.0,2.0,1,36.0,39.0,0
0.491594306263,0.420059624081,0,72.2136252473,1.0,3.0,1,3,3.0,4.0,0,27.0,45.0,0
0.532852777993,0.66649503387,0,58.9289016479,0.0,2.0,5,1,3.0,2.0,?,65.0,?,0
0.597364463586,0.422923317843,0,79.11576775,0.0,1.0,5,4,1.0,2.0,1,59.0,13.0,1
0.552967036392,0.790915529132,0,65.210570198,1.0,2.0,3,3,2.0,3.0,0,26.0,16.0,0
0.540030441986,0.48033705522,0,64.2002378833,2.0,0.0,4,2,5.0,2.0,0,61.0,26.0,1
0.316324265358,?,-1,76.4915656491,1.0,2.0,4,1,1.0,3.0,1,57.0,36.0,0
0.302138250443,0.311729995369,-1,70.8672348974,1.0,0.0,2,1,3.0,2.0,1,73.0,63.0,1
0.616587660291,0.402718707948,1,72.7131159886,3.0,0.0,5,1,3.0,4.0,1,34.0,23.0,1
0.163245885535,0.437469267523,1,61.5865974505,1.0,3.0,1,4,3.0,1.0,?,?,25.0,1
0.581773866106,0.496619884317,-1,57.6590406253,3.0,2.0,5,4,2.0,2.0,?,?,77.0,1
0.629741271685,0.710946435006,-1,60.3977523877,3.0,1.0,?,5,3.0,0.0,0,?,0.0,1
0.694144999379,0.643942185987,-1,73.4855315855,3.0,2.0,4,4,3.0,4.0,1,38.0,33.0,1
0.764430789568,0.578974959199,0,62.2283465537,3.0,0.0,4,2,2.0,3.0,1,?,50.0,1
0.465518486957,?,1,71.1052187977,0.0,2.0,4,4,1.0,2.0,1,35.0,48.0,0
0.0306752690507,0.365692393354,1,70.287353922,0.0,2.0,2,1,3.0,3.0,1,57.0,60.0,0
0.254232772455,0.551787461461,0,58.8596844194,1.0,2.0,1,5,3.0,2.0,0,50.0,53.0,0
0.445186776707,0.626194164653,1,68.583937448,1.0,2.0,1,4,4.0,2.0,0,36.0,-3.0,1
0.695626087894,0.560928677856,-1,54.2556528741,1.0,1.0,1,1,3.0,3.0,0,50.0,77.0,1
-0.0450607788259,0.18185181262,0,69.0369899801,1.0,2.0,5,4,2.0,3.0,0,?,54.0,0
?,0.478874703226,0,?,3.0,1.0,4,2,2.0,4.0,1,11.0,?,1
0.255334854043,0.388068779143,-1,65.6456900621,2.0,1.0,1,3,1.0,1.0,0,60.0,61.0,1
0.152866729172,0.583469779991,1,67.3699541355,2.0,1.0,2,5,3.0,2.0,1,?,71.0,1
?,0.219188660135,1,61.2469748417,2.0,2.0,1,4,3.0,4.0,1,60.0,60.0,1
0.135180417779,0.368713373451,1,74.9401757179,2.0,0.0,3,5,3.0,2.0,0,89.0,84.0,1
0.215814289999,0.595470039445,1,61.2310146688,0.0,?,2,2,4.0,3.0,0,36.0,46.0,0
0.359221992984,0.0396595406334,1,60.7619863989,2.0,2.0,4,5,3.0,?,0,61.0,?,0
0.376551180103,0.336466174733,1,70.4873172176,1.0,4.0,5,3,5.0,2.0,1,70.0,?,1
0.28931682554,?,1,72.0384020755,0.0,2.0,3,2,2.0,2.0,1,29.0,84.0,0
0.470651089124,0.539238091116,-1,72.810063273,2.0,0.0,4,4,1.0,2.0,0,76.0,73.0,?
0.377788840528,0.320931536888,-1,78.3201409153,5.0,1.0,4,2,2.0,2.0,0,40.0,52.0,1
0.759557168696,0.900883817184,0,75.0008576445,?,1.0,5,2,5.0,2.0,1,22.0,44.0,1
0.60899552279,0.582602181302,-1,67.4660715063,3.0,1.0,3,4,2.0,2.0,1,31.0,50.0,1
0.416956092653,0.750005610815,-1,59.4900090967,1.0,2.0,1,5,1.0,3.0,1,66.0,38.0,1
0.593321524646,0.644039612628,0,67.9465880024,1.0,3.0,4,5,1.0,2.0,1,44.0,81.0,0
0.486951084169,0.404084142152,0,70.3132361591,2.0,1.0,2,3,2.0,1.0,1,41.0,27.0,1
0.0528375222367,0.554391528175,1,84.4719818543,2.0,1.0,5,4,3.0,3.0,1,59.0,41.0,1
0.304128990854,0.568489956029,?,59.5935968589,3.0,3.0,1,1,?,1.0,0,51.0,16.0,1
0.272878682757,0.716821836631,?,73.4591190217,1.0,1.0,?,1,2.0,2.0,0,32.0,76.0,1
0.905330382491,0.0162257809126,1,50.6808881792,2.0,2.0,4,4,4.0,3.0,0,?,19.0,0
0.601380576324,0.557596204797,-1,63.2804287359,3.0,?,3,1,2.0,4.0,1,9.0,65.0,1
0.324063696438,0.6813943786,-1,67.0717863728,0.0,3.0,5,2,4.0,1.0,0,55.0,16.0,1
0.65367228935,0.26372011741,-1,53.7175406028,1.0,4.0,?,1,3.0,2.0,0,67.0,37.0,0
0.5199473103,0.752229255643,1,67.3179175578,?,1.0,5,2,4.0,1.0,0,37.0,27.0,1
0.238004706312,0.401057588913,0,62.6995482375,2.0,0.0,5,1,3.0,2.0,0,40.0,68.0,1
?,0.250076826703,1,69.9988074093,2.0,0.0,5,5,1.0,3.0,1,106.0,43.0,1
0.36660045316,0.545504189146,1,?,2.0,1.0,4,2,2.0,3.0,0,41.0,90.0,1
0.198678602562,0.517274257627,?,62.2438002298,1.0,2.0,1,4,1.0,2.0,?,?,43.0,1
0.544911916334,0.0844681726315,0,73.4929989701,2.0,1.0,5,3,3.0,2.0,1,10.0,49.0,0
0.465259151551,0.631610264556,1,81.7358009495,1.0,2.0,?,5,3.0,1.0,?,52.0,36.0,0
0.256305198309,0.109377619373,1,66.7201071445,3.0,2.0,1,?,3.0,3.0,1,49.0,53.0,1
0.399766352209,0.834190644018,1,66.4803584288,1.0,0.0,3,1,2.0,2.0,0,70.0,17.0,1
0.456409542466,0.418821204171,1,74.3208710825,2.0,0.0,2,1,3.0,2.0,0,35.0,54.0,1
0.416071705108,0.465291287274,-1,56.4613988694,2.0,1.0,4,1,3.0,3.0,0,61.0,21.0,1
0.73257031381,0.539864039285,0,58.1824817025,0.0,?,1,3,1.0,4.0,0,45.0,36.0,0
0.466881381717,0.326207971899,1,63.7224023956,1.0,1.0,5,2,2.0,3.0,0,57.0,?,1
0.45569124195,0.58841157034,1,76.6993835215,?,1.0,3,3,2.0,2.0,1,72.0,61.0,0
0.944382889818,0.329067972326,-1,51.7098987597,0.0,1.0,5,4,3.0,2.0,1,58.0,34.0,0
0.150307551235,0.781006392122,0,80.0266707989,1.0,1.0,4,1,2.0,3.0,1,38.0,55.0,1
0.713999184285,0.330756411421,-1,72.6891058052,?,?,5,3,2.0,2.0,1,84.0,64.0,1
0.306450730109,?,1,61.6089802981,0.0,2.0,?,5,2.0,3.0,1,43.0,22.0,0
0.642071774626,0.496666771943,?,79.6249742431,1.0,2.0,4,2,3.0,?,1,49.0,40.0,?
0.687268266062,0.642910388655,0,59.9269791777,0.0,2.0,4,1,2.0,3.0,1,58.0,56.0,0
0.547611888112,0.110881731746,-1,70.4694795384,3.0,1.0,3,1,3.0,3.0,1,68.0,17.0,1
0.529902405254,0.40063774763,-1,67.5087298721,2.0,2.0,4,5,1.0,3.0,?,38.0,39.0,1
0.480386648081,0.464407583367,-1,67.1170393966,?,0.0,5,5,3.0,3.0,0,26.0,47.0,1
0.728630406306,0.419538640076,0,62.7345003928,1.0,3.0,5,5,1.0,4.0,0,?,37.0,0
0.307336782425,0.788814616279,-1,59.4784451611,2.0,1.0,1,4,2.0,2.0,1,8.0,40.0,1
?,0.72200465489,-1,62.7819263228,1.0,2.0,2,1,1.0,4.0,0,15.0,59.0,?
0.424351516198,?,1,63.4601440632,1.0,3.0,2,2,3.0,4.0,0,73.0,67.0,0
0.42012244162,0.423672368583,?,69.3677009438,3.0,4.0,5,1,1.0,4.0,1,45.0,-12.0,1
0.341684384109,0.188709105315,-1,58.5854561269,2.0,2.0,2,5,2.0,3.0,0,45.0,6.0,1
0.73746451454,0.306511161158,-1,71.4861223001,2.0,?,2,5,4.0,3.0,?,44.0,49.0,0
0.501973023396,0.895715562864,-1,77.6686242948,0.0,?,1,4,2.0,2.0,0,65.0,?,0
0.465550811933,0.414530673589,0,58.9778985237,3.0,3.0,3,5,1.0,3.0,0,40.0,64.0,1
0.368898036474,0.450524666858,0,76.2964781679,2.0,1.0,2,1,5.0,2.0,1,61.0,43.0,1
0.413426752173,0.506514886941,0,56.8078890976,1.0,1.0,5,2,3.0,1.0,?,37.0,60.0,1
0.448349089955,0.976879344001,0,?,2.0,3.0,5,1,2.0,3.0,0,58.0,69.0,0
0.60795602712,0.580053328568,1,61.3669076122,2.0,2.0,5,4,1.0,3.0,1,67.0,74.0,1
0.580504107227,0.321270974475,-1,70.9865532768,0.0,1.0,4,5,3.0,3.0,1,36.0,49.0,0
0.489597095198,0.615996822663,0,73.466699436,2.0,0.0,3,3,4.0,4.0,0,83.0,70.0,1
0.549273867363,-0.0441114115945,1,58.4849167146,3.0,2.0,5,2,2.0,2.0,0,61.0,71.0,1
0.60581895685,0.324280377474,1,69.5013144151,2.0,1.0,?,4,2.0,2.0,0,56.0,52.0,1
0.415770803918,0.651735406074,-1,78.7500648541,1.0,?,4,1,3.0,2.0,1,78.0,33.0,1
0.511194289092,0.367147441042,0,70.4156119814,2.0,2.0,4,2,4.0,2.0,1,27.0,33.0,1
0.207932857229,0.504426586793,-1,62.2801631626,1.0,-1.0,1,4,4.0,4.0,0,39.0,42.0,1
0.633565038545,0.163019894557,1,63.6051966831,2.0,1.0,4,1,2.0,3.0,0,55.0,40.0,0
0.496976006575,0.243852219394,0,52.8073314235,1.0,2.0,3,1,3.0,2.0,1,31.0,?,0
0.501221067848,0.192256863349,0,81.1286989065,1.0,0.0,3,5,3.0,0.0,0,26.0,50.0,0
0.559578121875,0.659577484384,-1,68.1108260501,1.0,2.0,2,1,1.0,3.0,0,69.0,38.0,0
0.470754231321,0.297901782867,-1,60.9683167543,0.0,3.0,2,2,4.0,2.0,0,49.0,46.0,?
0.616683561735,0.34809995174,0,69.0197513487,1.0,1.0,5,2,1.0,2.0,1,?,21.0,1
?,0.543872139186,1,52.513062492,?,0.0,1,3,3.0,3.0,1,54.0,85.0,0
0.447992433646,0.427216173023,-1,65.2180849768,2.0,4.0,3,2,2.0,3.0,0,58.0,36.0,0
0.492793851363,0.715879290726,-1,66.0261634417,1.0,2.0,2,2,4.0,2.0,0,69.0,37.0,0
?,0.556988178113,1,61.7265540206,2.0,0.0,2,4,?,2.0,?,59.0,44.0,1
0.549482153659,0.605337379917,1,64.7248862986,1.0,2.0,?,3,2.0,3.0,0,62.0,71.0,0
0.656429406348,1.02403315305,1,60.2033818349,3.0,1.0,3,4,3.0,4.0,1,47.0,22.0,1
0.60484307356,0.427751774732,0,68.9459768394,2.0,2.0,4,2,3.0,1.0,0,49.0,76.0,1
0.798182622571,0.162317026094,1,64.3903135488,0.0,1.0,3,3,4.0,2.0,1,69.0,52.0,0
0.392175416675,0.0660783516867,-1,78.725842989,?,?,1,4,3.0,3.0,?,88.0,28.0,1
0.210294978537,0.32793926198,-1,63.6182366188,1.0,3.0,2,4,2.0,4.0,1,22.0,88.0,0
0.744753068025,?,0,66.5207780973,?,1.0,4,3,3.0,4.0,0,18.0,79.0,1
0.363758336779,0.521004256249,0,70.4526674367,0.0,2.0,2,3,2.0,1.0,0,62.0,83.0,0
0.403626608895,0.664550032541,1,62.4759156158,5.0,1.0,2,2,3.0,2.0,1,85.0,59.0,1
0.297798503918,0.348340424615,1,70.82510613,1.0,2.0,4,3,3.0,2.0,0,28.0,36.0,0
0.328344538994,0.555364245124,-1,66.3986234595,0.0,0.0,5,1,2.0,4.0,1,70.0,74.0,1
0.506613722031,0.538776120328,-1,65.2050118485,1.0,3.0,5,5,3.0,3.0,1,74.0,60.0,0
0.363909225157,0.308655729936,-1,61.3613530458,?,?,4,5,3.0,3.0,0,84.0,33.0,0
0.487398327323,0.542461066437,1,68.7947845781,2.0,1.0,4,5,1.0,2.0,0,43.0,50.0,1
0.561779905105,0.683002081437,1,67.3357965857,2.0,2.0,4,3,3.0,1.0,0,39.0,46.0,1
0.375287512553,0.436353296456,-1,71.8642352552,?,2.0,4,1,4.0,2.0,1,42.0,59.0,0
?,0.403324672135,-1,60.04984991,1.0,-1.0,4,2,2.0,4.0,1,59.0,41.0,1
0.32897816981,0.278987121723,0,69.2482847521,3.0,2.0,?,1,2.0,1.0,0,47.0,64.0,1
0.691318662538,0.527022300182,0,50.433731667,?,1.0,3,2,3.0,2.0,1,57.0,60.0,1
0.932524337236,0.600239253488,1,58.7206855226,1.0,2.0,3,3,1.0,2.0,?,88.0,19.0,?
0.442847938993,0.444417078178,1,67.0571644956,2.0,3.0,2,1,3.0,1.0,?,75.0,65.0,0
0.628982299958,0.522973571561,0,56.5187961745,1.0,2.0,2,3,4.0,5.0,0,55.0,16.0,0
0.367595715679,?,-1,59.0887775046,0.0,2.0,3,2,3.0,1.0,1,69.0,82.0,0
0.440694412192,?,0,58.6778197656,2.0,3.0,5,3,3.0,3.0,?,53.0,57.0,0
?,0.587211628396,1,73.6836696635,2.0,0.0,1,1,4.0,3.0,1,52.0,61.0,?
0.291041640767,0.352722692042,-1,66.6359382371,2.0,?,2,5,2.0,?,0,68.0,69.0,1
0.194914942686,0.498426561239,1,64.5495319625,1.0,0.0,3,1,2.0,2.0,0,47.0,47.0,1
0.751326696365,0.635728238627,-1,58.9354505661,2.0,3.0,4,1,3.0,1.0,0,?,14.0,0
0.440399448665,0.127734276934,0,63.0169022447,3.0,2.0,2,?,2.0,2.0,0,14.0,56.0,0
0.0386064119867,0.362167204015,-1,87.9309425091,2.0,2.0,5,2,?,2.0,1,47.0,34.0,1
0.458568362733,0.512149613849,0,63.3322858802,1.0,3.0,5,2,1.0,2.0,0,47.0,34.0,0
0.579283856956,0.0274399941242,0,70.8129830516,2.0,3.0,1,?,4.0,1.0,?,29.0,45.0,0
0.731210428342,0.653112328955,1,71.0823277406,2.0,3.0,1,?,4.0,4.0,1,36.0,46.0,0
0.256864006795,0.441076788888,1,66.9147493776,2.0,?,3,1,2.0,2.0,1,36.0,9.0,1
0.384379464382,0.594944711745,-1,66.0600812774,2.0,2.0,?,1,2.0,3.0,0,28.0,28.0,1
0.590606045862,0.360157513865,1,64.2932870151,2.0,2.0,1,1,2.0,5.0,1,55.0,25.0,1
0.624343909607,0.270075101333,1,68.5585174407,2.0,1.0,3,2,3.0,4.0,?,58.0,37.0,1
0.570744959993,0.678714655939,-1,63.757884487,5.0,0.0,1,3,2.0,3.0,0,51.0,20.0,1
0.649562811206,0.486805030807,-1,58.2211394994,1.0,2.0,2,3,2.0,3.0,0,30.0,75.0,?
0.867980756701,0.370818020859,1,68.0861627619,2.0,2.0,2,1,?,2.0,1,59.0,63.0,0
0.191433097629,0.622784314634,1,74.6823151934,2.0,2.0,4,3,4.0,2.0,1,67.0,48.0,1
0.402484939727,0.555414041406,1,59.5459420253,-1.0,-2.0,1,4,3.0,4.0,0,54.0,10.0,1
0.422619519323,0.756354965858,-1,59.3625944731,3.0,2.0,2,?,3.0,0.0,0,48.0,57.0,1
0.585906554797,0.180833111425,0,59.4704491503,1.0,2.0,2,3,2.0,2.0,0,32.0,77.0,0
0.587730728413,0.528937463563,-1,54.9854970538,0.0,3.0,3,5,4.0,?,0,76.0,85.0,0
0.570587380687,0.843725894605,1,63.372415561,3.0,0.0,3,3,2.0,3.0,0,50.0,49.0,1
